,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,CDCA1,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,KNTC2,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6L,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T
141,-0.552,-1.466,1.9369999999999998,0.488,-0.222,0.271,-1.787,-0.517,-0.47700000000000004,-1.5219999999999998,-0.8029999999999999,0.324,-1.315,-1.51,2.142,-0.385,3.8989999999999996,3.2260000000000004,-1.506,1.4469999999999998,2.3930000000000002,-0.34,0.848,0.522,-1.171,-0.85,0.513,0.374,-0.27899999999999997,0.0,0.127,-0.479,-0.302,-0.86,0.9309999999999999,2.827,0.36700000000000005,-1.195,2.53,-1.247,-0.87,-2.552,-1.7109999999999999,-2.352,1.047,1.8880000000000001,-1.4669999999999999,-1.5,-0.445,-0.305
142,-0.945,-3.378,0.802,0.95,-2.51,-0.196,-2.6460000000000004,-1.254,-1.8130000000000002,-3.315,-3.299,1.6580000000000001,-2.9610000000000003,-3.18,0.5770000000000001,-0.353,3.6260000000000003,1.338,-3.009,1.285,0.887,-0.02,-0.659,0.937,-1.925,-2.7230000000000003,1.604,1.085,0.674,0.0,0.23800000000000002,-2.701,1.055,-2.407,1.389,3.5780000000000003,-1.996,-0.008,0.079,-2.9210000000000003,0.7959999999999999,-1.984,-2.331,-3.9739999999999998,1.5130000000000001,0.33399999999999996,0.231,-3.6,-1.415,-3.14
143,-0.787,0.0,0.245,0.529,0.0,-1.061,-3.9819999999999998,-0.731,-3.188,0.0,-3.0639999999999996,-0.126,-4.345,0.0,1.192,-0.15,3.082,0.0,0.0,0.0,2.03,0.0,0.003,-0.19399999999999998,-2.049,0.0,0.563,0.7809999999999999,-0.38299999999999995,0.0,-0.292,0.0,0.53,-2.363,0.0,3.509,-2.2969999999999997,-3.159,0.175,-1.077,0.0,-0.745,-4.045,-5.544,0.655,-0.764,-1.485,-5.558,-0.54,-4.387
144,-0.5,-3.5989999999999998,2.7460000000000004,1.506,0.0,-1.136,-3.1310000000000002,-1.571,-1.996,-2.741,-3.56,-1.827,-3.2439999999999998,-3.159,0.643,-0.42700000000000005,1.615,2.859,-2.09,0.0,3.38,0.07400000000000001,-0.307,0.541,-2.263,-2.745,-0.316,-1.9409999999999998,-1.589,0.267,0.8959999999999999,-2.63,-2.17,-2.802,0.0,3.6180000000000003,-2.9819999999999998,-1.355,1.8559999999999999,-2.309,0.0,-2.68,-2.775,-3.9539999999999997,-1.0959999999999999,0.642,-3.0980000000000003,-4.199,-1.48,-2.6889999999999996
145,-0.674,-2.456,0.38,1.1079999999999999,0.0,-0.204,-2.86,-0.7709999999999999,-1.3780000000000001,-3.075,-2.3930000000000002,1.745,-1.7309999999999999,-2.247,1.175,0.09,6.01,0.348,-2.39,0.0,1.1,1.304,-0.531,1.5819999999999999,-1.469,-2.585,1.905,1.026,1.355,0.0,0.632,-0.92,1.5,-2.119,0.0,3.3539999999999996,-1.3090000000000002,-1.591,1.732,-2.792,0.0,-1.618,-1.9809999999999999,-2.559,1.93,-1.008,-2.228,-3.765,-0.97,-2.0269999999999997
146,-0.7020000000000001,-1.3969999999999998,0.873,1.2009999999999998,0.0,1.057,-1.5930000000000002,-1.073,-1.204,-2.8510000000000004,-1.982,0.932,-1.7530000000000001,-1.001,0.6990000000000001,-0.389,1.27,1.041,-1.65,0.0,2.66,-1.304,1.023,0.29600000000000004,-1.7080000000000002,-2.164,-0.086,-0.495,-0.951,0.285,0.78,-0.922,-1.09,-0.669,0.0,4.114,-1.186,-1.318,4.372,-2.262,0.0,-2.909,-1.963,-1.915,-1.915,-0.27399999999999997,-0.573,-3.4989999999999997,-0.11,-2.397
147,-0.285,-2.786,-0.419,0.742,0.0,-0.203,-2.7569999999999997,-1.504,-2.439,-2.762,-2.5140000000000002,-0.49700000000000005,-2.15,-2.653,0.645,-0.017,3.305,2.8280000000000003,-1.61,0.0,2.65,-1.761,-0.5,1.2919999999999998,-2.336,-2.853,-0.065,-1.392,-1.159,0.742,0.525,-2.6919999999999997,-1.28,-2.278,0.0,3.178,-2.66,-1.18,4.01,-2.937,0.0,-2.6319999999999997,-3.303,-3.594,-1.655,1.556,0.017,-3.0839999999999996,-1.42,-1.575
148,-1.208,-1.564,-1.182,1.365,0.0,-0.33899999999999997,-2.415,-0.043,-0.888,-2.448,-1.845,3.092,-2.119,-1.901,-0.40399999999999997,0.69,0.877,-1.524,-1.74,0.0,0.0,0.486,-2.276,0.583,-1.195,-1.025,2.539,2.75,3.0989999999999998,0.0,0.7440000000000001,-1.416,0.5,-1.314,0.0,4.385,-0.802,-2.8,-0.65,-2.106,0.0,-1.608,-0.8290000000000001,-2.7710000000000004,-1.328,-3.333,-2.755,-2.718,-0.77,-1.9080000000000001
149,-0.6859999999999999,-3.8569999999999998,-0.006999999999999999,1.23,0.0,0.075,-3.75,-1.426,-1.935,-1.032,-3.6189999999999998,0.929,-3.7239999999999998,-3.4760000000000004,0.11199999999999999,-0.247,6.702000000000001,-0.893,-2.69,0.0,0.83,1.02,2.6860000000000004,3.5389999999999997,-2.182,-3.358,0.27699999999999997,0.034,-0.539,0.0,0.6890000000000001,-3.241,-0.02,-3.213,0.0,2.332,-2.929,-1.621,0.562,-1.993,0.0,-2.471,-2.668,-3.8760000000000003,-0.9540000000000001,-3.6060000000000003,-0.746,-4.002,-1.44,-3.321
150,-1.4669999999999999,-3.2510000000000003,0.036000000000000004,2.714,0.0,-0.273,-3.228,-1.253,-1.327,-2.153,-2.574,-0.736,-2.77,-3.2439999999999998,-0.20199999999999999,0.539,2.9619999999999997,0.584,-1.92,0.0,0.86,0.33399999999999996,-1.432,1.4269999999999998,-1.755,-2.066,0.373,-0.924,-0.677,0.0,1.51,-2.2840000000000003,-1.14,-1.83,0.0,4.104,-1.631,-2.8110000000000004,0.0,-2.215,0.0,-1.669,-2.09,-3.1519999999999997,-1.129,-1.443,-2.324,-4.078,-1.14,-2.278
151,-0.24100000000000002,-2.772,1.1159999999999999,1.037,0.0,0.264,-2.6460000000000004,-1.661,-1.86,-2.483,-2.503,-0.792,-1.9269999999999998,-2.104,0.894,-0.27,2.91,3.511,-2.2,0.0,3.12,-1.075,1.1840000000000002,0.64,-1.7619999999999998,-2.773,0.109,-0.623,-0.68,0.9179999999999999,0.828,-2.262,-0.9,-1.825,0.0,3.278,-2.508,-2.451,4.853,-2.8169999999999997,0.0,-1.8430000000000002,-2.3169999999999997,-3.0780000000000003,-1.1440000000000001,1.95,-1.893,-3.951,-1.21,-1.944
152,-1.067,-2.292,-0.161,1.435,0.0,-0.6859999999999999,-2.875,-1.296,-1.7169999999999999,-2.841,-2.347,-0.6920000000000001,-2.049,-2.38,0.002,0.06,1.551,2.066,-2.03,0.0,2.04,-0.426,-0.299,0.547,-1.5090000000000001,-1.841,-0.282,-1.9809999999999999,-1.3519999999999999,0.0,0.867,-2.238,-2.01,-1.159,0.0,0.585,-2.1430000000000002,-0.992,1.023,-2.428,0.0,-2.055,-1.906,-2.845,-0.7190000000000001,-2.344,0.085,-2.6189999999999998,-1.29,-2.131
153,-1.087,-3.2510000000000003,0.568,1.025,0.0,0.586,-3.128,-1.113,-2.327,-2.89,-0.7959999999999999,0.316,-2.9130000000000003,-2.727,1.725,-0.29100000000000004,3.488,2.937,-2.25,0.0,3.55,-1.078,1.08,1.02,-2.0140000000000002,-2.977,0.466,0.038,-0.419,0.6990000000000001,0.8740000000000001,-2.1959999999999997,0.01,-1.8019999999999998,0.0,2.617,-2.767,-2.557,1.114,-2.052,0.0,-2.211,-3.085,-3.3089999999999997,-0.648,1.9140000000000001,-2.346,-3.218,-1.38,-1.8219999999999998
154,-0.514,-3.918,-0.10300000000000001,1.383,0.0,-0.6809999999999999,-3.112,-1.048,-2.009,0.0,-3.82,0.41700000000000004,-3.9389999999999996,-3.0810000000000004,-0.114,0.004,2.075,2.884,-2.32,0.0,1.97,0.529,0.613,0.6729999999999999,-1.525,-3.818,2.0709999999999997,1.14,1.248,0.0,0.675,-2.93,2.51,-3.7060000000000004,0.0,0.815,-2.481,-1.6580000000000001,1.092,-1.83,0.0,-1.432,-2.866,-4.919,3.273,-0.649,-0.121,-4.409,-1.36,-3.1210000000000004
155,-0.19699999999999998,-2.614,0.221,-0.107,0.0,1.347,-2.239,-1.656,-1.892,-2.918,-3.108,-0.7140000000000001,-2.094,-2.363,-0.077,-0.07400000000000001,0.365,3.5269999999999997,-2.56,0.0,3.41,-1.506,0.696,0.455,-1.7180000000000002,-2.036,-0.066,-2.004,-1.139,0.095,-0.275,-2.432,-2.19,-2.536,0.0,3.2230000000000003,-3.287,-1.416,-0.145,-2.628,0.0,-2.909,-2.001,-3.945,-2.081,-0.514,0.036000000000000004,-3.5239999999999996,-1.34,-2.079
156,-1.526,-3.537,0.34299999999999997,3.445,0.0,-0.102,-2.863,-0.508,-1.4809999999999999,-1.761,-2.832,-0.051,-3.11,-2.592,0.061,0.009000000000000001,1.639,0.807,-2.15,0.0,1.08,-0.37799999999999995,0.679,0.512,-0.92,-2.398,0.514,-1.403,0.171,-0.02,0.894,-2.301,-2.38,-1.4180000000000001,0.0,1.182,-1.113,-1.6130000000000002,2.85,-2.702,0.0,-1.47,-1.9909999999999999,-3.048,-3.094,0.986,-1.3130000000000002,-2.877,-0.88,-1.818
157,-0.946,-3.1189999999999998,2.676,1.426,0.0,0.063,-2.532,-1.113,-0.711,-2.7510000000000003,-2.986,-0.018000000000000002,-2.739,-2.228,0.268,-0.293,1.99,3.19,-2.29,0.0,2.72,0.008,-0.092,0.27,-1.369,-2.157,1.103,-0.541,-0.078,-0.048,0.733,-0.044000000000000004,0.06,-1.411,0.0,2.9610000000000003,-2.445,-0.6890000000000001,0.33299999999999996,-2.716,0.0,-2.046,-2.025,-3.358,0.391,0.732,-2.039,-2.759,-1.08,-2.807
158,-0.62,-2.783,0.956,0.298,-2.384,-0.257,-3.02,-1.5859999999999999,-1.8,-3.12,-2.966,2.197,-2.506,-3.19,1.013,-0.063,3.2260000000000004,2.224,-2.628,-1.39,2.259,0.21,0.6809999999999999,0.71,-2.135,-3.1910000000000003,2.121,0.9229999999999999,1.29,0.0,-0.462,-2.931,2.833,-2.702,0.40299999999999997,2.7569999999999997,-2.424,-1.3430000000000002,3.227,-2.483,1.469,-1.5490000000000002,-2.612,-3.75,2.467,0.768,-0.003,-3.76,-1.528,-2.661
159,-0.006,-2.135,-0.495,1.092,-1.754,0.172,-2.0180000000000002,-0.754,-1.716,-2.5780000000000003,-2.417,-0.887,-1.8630000000000002,-2.77,0.19,-0.157,2.481,3.185,-1.972,-1.327,2.4530000000000003,-1.22,0.6609999999999999,0.56,-1.273,-2.345,-0.114,-1.8219999999999998,-1.199,0.098,0.555,-2.208,-2.262,-1.855,1.035,4.665,-2.022,-1.745,4.327,-1.8769999999999998,0.444,-0.902,-2.302,-3.17,-1.57,1.786,-1.2229999999999999,-2.98,-0.9,-1.56
160,-0.966,-2.577,-0.589,1.535,-1.205,-0.19,-2.62,-0.41700000000000004,-0.5479999999999999,-2.6039999999999996,-2.185,0.243,-1.7309999999999999,-2.72,0.907,0.512,0.575,-2.366,-1.909,-1.4809999999999999,-2.3480000000000003,0.37,-0.386,0.715,-0.514,-1.49,0.701,-0.39299999999999996,0.17600000000000002,0.0,0.609,-1.7180000000000002,-0.52,-1.484,1.6059999999999999,0.6609999999999999,-0.306,-2.11,0.7440000000000001,-1.588,1.746,-1.6640000000000001,-1.102,-1.855,0.289,-3.93,-1.1640000000000001,-2.27,-0.92,-2.199
161,-1.1740000000000002,-2.845,0.13699999999999998,1.578,-1.889,0.599,-2.9330000000000003,-1.111,-1.239,-2.745,-1.8719999999999999,0.28,-2.029,-2.67,1.22,-0.18100000000000002,3.207,1.4669999999999999,-2.017,-1.0170000000000001,2.148,0.3,-0.489,0.915,-1.548,-2.464,0.865,0.467,-0.08900000000000001,0.42,0.787,-2.0580000000000003,-0.154,-1.464,1.74,4.047,-2.123,-2.885,3.5239999999999996,-2.415,1.357,-1.778,-2.269,-3.384,-1.138,1.431,-2.193,-3.76,-0.976,-2.194
162,-1.75,-1.825,-0.16699999999999998,1.665,-0.156,-0.57,-1.584,-0.192,-0.409,-1.435,0.754,0.435,-1.423,-1.76,1.148,0.102,4.093999999999999,1.3090000000000002,-1.443,-1.369,1.046,0.98,0.03,2.502,-0.42200000000000004,-1.436,0.6,-0.851,-0.46,0.0,0.884,-1.239,-0.273,-0.919,1.3359999999999999,4.758,0.185,-1.959,2.6830000000000003,-2.11,1.1909999999999998,-2.15,-1.188,-2.575,-0.7879999999999999,-0.877,-1.9080000000000001,-2.58,-0.318,-0.531
163,-1.005,-2.557,1.692,0.652,-2.009,-0.22,-1.7890000000000001,-1.159,-1.5959999999999999,-3.3160000000000003,-2.677,-0.235,-2.675,-2.03,0.386,-0.53,2.148,2.488,-2.923,1.489,1.5830000000000002,-1.27,1.9340000000000002,0.7120000000000001,-1.475,-2.102,0.434,-1.78,-1.587,-0.28300000000000003,-0.54,-1.965,-1.082,-2.53,0.535,3.63,-2.287,-2.917,4.6819999999999995,-2.443,0.9840000000000001,-2.523,-2.562,-2.2159999999999997,-1.4680000000000002,1.051,1.0390000000000001,-2.6,-1.2,-2.31
164,-0.769,-1.881,0.265,1.048,-1.754,-0.5,-1.9369999999999998,-1.046,-1.345,-3.475,-2.3680000000000003,-0.128,-2.105,-2.08,0.6990000000000001,-0.5539999999999999,1.963,3.6039999999999996,-2.7739999999999996,-1.127,1.605,-0.41,0.716,0.8270000000000001,-1.032,-2.206,0.5720000000000001,-0.19899999999999998,-0.508,-0.111,-0.083,-1.6780000000000002,-0.764,-1.939,0.924,4.043,-1.307,-1.6019999999999999,1.34,-2.9189999999999996,0.8909999999999999,-0.887,-1.929,-2.7769999999999997,-1.065,-0.401,-0.633,-2.95,-1.4869999999999999,-1.965
165,1.392,-3.028,-0.162,2.988,-1.97,-1.46,-2.436,-1.228,-0.59,-2.613,-3.378,2.2,-3.214,-3.44,-0.09699999999999999,-0.266,2.428,-0.455,-2.975,-1.4580000000000002,-1.436,2.1,-1.621,0.7909999999999999,-1.7009999999999998,-2.585,2.0780000000000003,1.7309999999999999,0.943,0.0,2.117,-2.329,2.642,-3.27,2.605,0.41,-1.1440000000000001,1.1440000000000001,-0.37,-2.256,0.8340000000000001,-0.237,-2.005,-3.992,3.386,-2.6460000000000004,-2.431,-3.29,-1.125,-2.7880000000000003
166,-1.5430000000000001,-2.154,0.485,1.113,-0.9490000000000001,0.04,-2.713,-1.206,-1.7719999999999998,-3.3,-2.331,-0.11699999999999999,-1.9480000000000002,-2.66,0.48700000000000004,-0.376,2.84,2.576,-2.542,-1.449,1.38,-0.88,0.503,0.9570000000000001,-1.3,-2.436,0.01,-1.038,-1.2590000000000001,-0.32799999999999996,-0.145,-2.035,-1.6230000000000002,-2.495,0.693,4.208,-2.0,-2.451,3.426,-3.198,0.237,-2.3480000000000003,-1.8730000000000002,-3.2769999999999997,-3.0669999999999997,0.741,-2.083,-3.02,-1.745,-1.869
167,-1.389,-3.846,1.913,0.7140000000000001,-3.887,-0.8220000000000001,-3.3789999999999996,-1.386,-2.3369999999999997,-3.208,-2.815,-0.534,-3.823,-3.9,1.516,-0.009000000000000001,1.906,2.436,-2.073,-0.7859999999999999,1.36,-0.28,0.002,0.5539999999999999,-2.315,-3.427,-0.495,-1.651,-1.393,0.36700000000000005,-0.254,-2.394,-2.229,-3.0460000000000003,1.375,2.738,-2.985,-2.158,1.723,-2.205,1.472,-2.099,-3.2110000000000003,-3.4389999999999996,-0.578,1.081,0.11,-3.96,-1.9409999999999998,-3.4530000000000003
168,-1.226,-2.5140000000000002,-0.59,0.693,-1.58,1.148,-2.707,-1.062,-1.6230000000000002,-2.6319999999999997,-2.2430000000000003,-0.775,-2.385,-2.43,0.39799999999999996,-0.45299999999999996,2.637,1.556,-2.012,-0.46,1.2690000000000001,-1.15,0.19699999999999998,0.833,-1.766,-1.936,-0.424,-1.7719999999999998,-1.51,0.0,0.5,-2.105,-2.249,-1.6440000000000001,0.757,4.497,-1.9080000000000001,-2.427,2.464,-1.8519999999999999,0.726,-2.698,-2.432,-3.175,-1.617,-2.2680000000000002,-0.9129999999999999,-3.2,-1.345,-3.198
169,-1.006,-1.3940000000000001,-0.355,1.298,-0.629,0.342,-2.11,-0.297,0.251,-1.27,-1.484,-0.237,-1.681,-1.37,-0.326,-0.722,-0.589,-3.3280000000000003,-1.6219999999999999,-1.6019999999999999,-4.086,0.97,-1.031,0.434,-1.171,-0.484,0.502,-0.45899999999999996,-0.74,0.0,0.316,-1.3530000000000002,1.012,-0.41600000000000004,1.423,3.111,-1.3,-0.9520000000000001,-0.064,-2.195,0.7829999999999999,-1.631,-0.685,-1.619,0.03,-2.593,-3.531,-1.36,-1.015,-1.848
170,-1.33,-2.835,0.539,0.379,-2.7089999999999996,1.234,-2.335,-2.049,-1.413,-2.7119999999999997,-2.574,-0.97,-1.964,-3.37,0.99,-0.631,2.221,3.168,-1.985,-2.5469999999999997,3.293,-0.52,1.239,0.508,-2.2840000000000003,-2.416,0.086,-0.067,-0.631,0.35200000000000004,-0.294,-2.263,-1.358,-2.015,0.81,2.1919999999999997,-3.198,-2.175,2.674,-2.716,0.376,-2.295,-2.112,-3.63,-0.061,4.0889999999999995,-0.024,-2.94,-1.416,-1.9169999999999998
171,0.022000000000000002,-1.7890000000000001,-0.249,3.948,-1.636,0.07,-2.074,-0.9840000000000001,0.55,-2.275,-2.104,-0.068,-1.984,-3.77,0.37,0.187,2.875,-0.284,-0.84,-0.701,1.3119999999999998,0.41,-0.485,2.398,-1.2770000000000001,-2.528,2.0580000000000003,-0.43,0.068,0.0,1.335,-1.73,-0.574,-1.617,2.992,3.333,-1.274,-2.397,1.63,-1.317,3.19,0.062,-1.131,-2.365,4.539,-2.188,-0.34600000000000003,-2.41,0.107,-1.212
172,-1.121,-3.6719999999999997,0.40299999999999997,2.847,-2.918,-0.265,-2.655,-1.771,-0.8759999999999999,-2.9730000000000003,-3.553,-1.347,-3.193,-3.87,0.19,0.774,2.0909999999999997,1.3719999999999999,-2.359,-1.828,0.46799999999999997,0.36,-0.648,1.034,-2.573,-3.534,0.401,-0.9159999999999999,-0.925,0.0,0.777,-2.785,-0.33799999999999997,-2.6189999999999998,2.9619999999999997,2.322,-2.699,-2.0340000000000003,2.609,-2.738,0.938,-0.665,-2.324,-3.5980000000000003,1.089,-2.694,-2.4290000000000003,-4.08,-1.156,-2.662
173,-0.258,-2.5540000000000003,-0.09,0.6629999999999999,-1.655,-0.315,-2.339,-1.148,-1.5519999999999998,-3.028,-1.962,0.473,-2.463,-2.8,1.227,-0.218,2.477,3.485,-2.372,-0.11199999999999999,1.758,-1.37,1.2919999999999998,0.858,-2.0069999999999997,-1.943,0.677,0.021,-0.32799999999999996,0.0,-0.016,-2.124,-0.152,-2.24,1.125,2.221,-1.2409999999999999,-1.8090000000000002,-0.19,-2.638,0.992,-2.011,-2.234,-2.276,-0.171,-1.406,-2.515,-2.87,-0.556,-1.581
174,-0.46,-2.62,-0.446,0.6809999999999999,-1.19,-0.711,-2.845,-0.8079999999999999,-1.5230000000000001,-2.423,-1.8730000000000002,0.653,-2.037,-2.77,-0.084,-0.134,2.531,2.395,-1.9969999999999999,-0.067,0.703,-0.06,0.599,0.701,-1.626,-1.489,0.8340000000000001,0.256,-0.114,0.0,0.146,-1.722,-0.585,-2.573,1.376,4.211,-1.2919999999999998,-1.166,2.095,-3.489,0.529,-2.419,-2.31,-2.6430000000000002,1.275,-0.38,-2.488,-2.61,-1.3130000000000002,-1.963
175,-0.685,-2.2119999999999997,-0.03,0.374,0.032,0.159,-1.3330000000000002,-1.86,-0.963,-1.659,-1.238,0.078,-1.165,-1.8,1.2409999999999999,-0.419,2.7539999999999996,3.64,-1.834,-2.294,2.833,-2.58,0.8240000000000001,0.893,-1.334,-2.451,-0.43799999999999994,-1.827,-1.736,1.545,0.026000000000000002,-1.1179999999999999,-2.925,-2.441,0.64,3.844,-1.412,-0.488,4.152,-2.9589999999999996,0.32799999999999996,-3.176,-1.459,-2.7430000000000003,-2.407,3.128,-1.1,-2.93,-0.7390000000000001,-0.752
176,-1.193,-1.5830000000000002,-0.698,0.7340000000000001,-1.232,0.07200000000000001,-1.01,-0.601,-0.9329999999999999,-1.7269999999999999,-1.401,0.594,-2.356,-1.24,-0.584,1.083,-0.861,-2.178,-1.901,-1.44,-4.292,-0.56,-1.262,0.395,-1.105,-0.272,1.524,2.907,0.738,0.0,0.397,-1.5330000000000001,-2.8789999999999996,-0.331,1.882,2.372,-1.4269999999999998,-1.632,0.024,-1.088,1.032,-2.5580000000000003,-0.243,-0.633,-0.23,-2.367,-2.7880000000000003,-0.78,0.355,-1.78
177,-0.973,-4.45,-0.57,0.22899999999999998,-4.783,-3.898,-3.511,-2.7539999999999996,-3.82,-3.573,-2.832,-1.308,-3.6710000000000003,-4.29,0.061,-0.113,1.112,5.694,-3.992,-2.496,4.526,1.62,0.98,0.8590000000000001,-4.072,-4.44,-0.889,-3.6630000000000003,-1.508,0.23199999999999998,0.374,-4.146,-2.714,-4.0969999999999995,0.418,0.0,-5.039,-3.9139999999999997,0.02,-3.392,1.694,-2.2,-3.978,-3.54,-2.15,-0.16,-3.384,-5.37,-1.636,-2.526
178,-0.006,-3.5469999999999997,-0.46,0.255,-2.71,0.861,-2.4659999999999997,-1.8119999999999998,-1.901,-3.864,-1.903,-0.45799999999999996,-1.189,-1.74,-0.002,-0.292,1.038,3.484,-2.654,-0.439,2.336,-0.66,1.4780000000000002,0.35,-3.323,-2.199,-0.373,-1.578,-1.423,0.336,-0.008,-2.593,-1.252,-1.218,0.871,1.551,-3.2089999999999996,-1.4380000000000002,4.0969999999999995,-3.076,0.647,-3.318,-2.095,-3.0060000000000002,0.599,-1.6909999999999998,-0.828,-3.78,-2.352,-2.11
179,-0.537,-2.9530000000000003,0.529,0.07400000000000001,-2.498,0.584,-2.51,-1.669,-2.8360000000000003,-2.866,-2.214,-0.9109999999999999,-1.215,-1.45,-0.046,-0.326,2.247,2.463,-2.437,-0.217,2.728,-1.65,1.848,0.535,-2.804,-2.154,-0.282,-1.431,-1.672,1.053,0.004,-2.32,-1.355,-1.466,0.546,4.814,-3.053,-2.673,3.242,-2.175,0.28,-4.869,-2.559,-2.773,-2.2969999999999997,-1.266,1.3459999999999999,-1.95,-2.426,-1.6969999999999998
180,0.9590000000000001,-0.941,-0.145,0.507,-1.546,-0.354,-1.5419999999999998,-0.42100000000000004,-0.818,-2.194,-0.637,0.184,-0.17800000000000002,-1.15,-0.165,0.685,-0.23399999999999999,2.2030000000000003,-1.3869999999999998,-2.135,1.3619999999999999,-1.18,0.9159999999999999,0.41100000000000003,-1.7280000000000002,0.315,-0.45299999999999996,-1.619,-1.318,0.336,-0.147,0.057,-2.7439999999999998,-0.7759999999999999,0.6679999999999999,3.3,-0.327,-1.839,1.214,-1.158,1.04,-1.037,-1.3419999999999999,-2.224,1.065,-1.524,-2.2119999999999997,-0.8,-0.359,0.244
